timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1456704148692488,-1,-12,8,-6,-4,-1,-13,-13
1456704148705488,2,-38,4,2,1,2,33,16
1456704148705488,-10,7,-11,-5,-4,-4,-23,-27
1456704148712488,13,12,13,-1,0,0,12,13
1456704148712488,24,2,-13,-1,-2,-3,-1,7
1456704148728364,-19,17,3,-1,0,-2,-8,-1
1456704148728364,-2,-15,-2,0,0,-3,-22,-2
1456704148733705,-6,-5,-6,-1,-1,-1,-4,-4
1456704148733705,9,-5,1,1,-1,0,7,0
1456704148750464,3,6,6,-3,-4,-3,-9,-4
1456704148750464,-1,1,5,-1,-1,-1,2,-1
1456704148752428,1,0,-2,-4,-2,-3,13,-4
